TITLE,EXTENT,SOURCE TITLE,AUTHOR,SOURCE,SOURCE/TYPE,PUBLISHER,PUBDATE,PUBNAME,GENRE,DOMAIN,SUBDOMAIN,AUTHOR GENDER,AUTHOR AGE,ID,ID/TYPE,DOCUMENTATION,,,,
114423,722,Spam email - 114423,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114424,176,Spam email - 114424,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114428,90,Spam email - 114428,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114433,199,Spam email - 114433,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114435,220,Spam email - 114435,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114439,97,Spam email - 114439,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114440,167,Spam email - 114440,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114441,172,Spam email - 114441,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114442,251,Spam email - 114442,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114443,195,Spam email - 114443,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114445,400,Spam email - 114445,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114446,131,Spam email - 114446,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114447,150,Spam email - 114447,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114448,706,Spam email - 114448,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114450,152,Spam email - 114450,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
114452,147,Spam email - 114452,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
8885,282,Enron Email Dataset - 8885,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
9066,206,Enron Email Dataset - 9066,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
9085,215,Enron Email Dataset - 9085,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
9159,262,Enron Email Dataset - 9159,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
9191,95,Enron Email Dataset - 9191,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
12030,234,Enron Email Dataset - 12030,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
12174,151,Enron Email Dataset - 12174,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
12176,1459,Enron Email Dataset - 12176,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
21257,348,Enron Email Dataset - 21257,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
23559,295,Enron Email Dataset - 23559,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
49059,322,Enron Email Dataset - 49059,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
50307,200,Enron Email Dataset - 50307,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2000,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
52201,122,Enron Email Dataset - 52201,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
52555,229,Enron Email Dataset - 52555,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2000,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
52713,52,Enron Email Dataset - 52713,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2000,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
52998,401,Enron Email Dataset - 52998,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2000,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
52999,319,Enron Email Dataset - 52999,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2000,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
53536,465,Enron Email Dataset - 53536,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2002,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
53555,138,Enron Email Dataset - 53555,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2002,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
54261,350,Enron Email Dataset - 54261,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
54262,348,Enron Email Dataset - 54262,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
54263,294,Enron Email Dataset - 54263,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
54536,607,Enron Email Dataset - 54536,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
54537,93,Enron Email Dataset - 54537,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
173252,704,Enron Email Dataset - 173252,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
173906,153,Enron Email Dataset - 173906,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
174124,214,Enron Email Dataset - 174124,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
175448,295,Enron Email Dataset - 175448,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
175814,223,Enron Email Dataset - 175814,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
175816,214,Enron Email Dataset - 175816,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
175841,3738,Enron Email Dataset - 175841,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
176581,373,Enron Email Dataset - 176581,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
210343,128,Enron Email Dataset - 210343,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
211401,44,Enron Email Dataset - 211401,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
211402,201,Enron Email Dataset - 211402,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
218920,120,Enron Email Dataset - 218920,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
219122,164,Enron Email Dataset - 219122,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
219123,257,Enron Email Dataset - 219123,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
219257,51,Enron Email Dataset - 219257,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
221197,189,Enron Email Dataset - 221197,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
230685,244,Enron Email Dataset - 230685,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
234267,142,Enron Email Dataset - 234267,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
234783,52,Enron Email Dataset - 234783,,http://www.cs.cmu.edu/~enron/,Web,Federal Energy Regulatory Commission,2001,,WR EM,Letters,Email,,,,,http://www.cs.cmu.edu/~enron/,,,,
,,,,,,,,,,,,,,,,,,,,
Apply,183,Spam email - Apply,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
Cartoonist_services,215,Spam email - Cartoonist_services,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
Dear_e-mail_user,89,Spam email - Dear_e-mail_user,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
Earnings_Season_Underway,173,Spam email - Earnings_Season_Underway,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
FBI_urgent,694,Spam email - FBI_urgent,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
Fastest_Reader,676,Spam email - Fastest_Reader,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
Global_Professional_Directory,375,Spam email - Globa_Professional_Directory,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
Laptop_Bags,591,Spam email - Laptop_Bags,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
Mailbox_Upgrade,89,Spam email - Mailbox_Upgrade,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
Re_JobOffer,586,Spam email - Re_ Job Offer,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
Secret_Shopper,80,Spam email - Secret_Shopper,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
new_clients,663,Spam email - new_clients,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
record_volume,128,Spam email - record_volume,,Nancy Ide,Contributed,,2012,,WR EM,Letters,Email,,,,,,,,,
SgtCassandra,350,Spam email - SgtCassandra,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
SEO,225,Spam email - SEO,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb1,166,Spam email - ucb1,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb10,48,Spam email - ucb10,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb11,172,Spam email - ucb11,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb12,95,Spam email - ucb12,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb14,200,Spam email - ucb14,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb15,164,Spam email - ucb15,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb2,173,Spam email - ucb2,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb20,96,Spam email - ucb20,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb21,70,Spam email - ucb21,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb22,106,Spam email - ucb22,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb23,90,Spam email - ucb23,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb24,77,Spam email - ucb24,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb25,109,Spam email - ucb25,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb26,121,Spam email - ucb26,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb27,99,Spam email - ucb27,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb28,111,Spam email - ucb28,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb29,59,Spam email - ucb29,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb3,151,Spam email - ucb3,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb30,95,Spam email - ucb30,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb31,754,Spam email - ucb31,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb4,164,Spam email - ucb4,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb40,113,Spam email - ucb40,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb41,191,Spam email - ucb41,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb42,108,Spam email - ucb42,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb43,96,Spam email - ucb43,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb44,241,Spam email - ucb44,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb45,73,Spam email - ucb45,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb46,102,Spam email - ucb46,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb47,74,Spam email - ucb47,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb48,311,Spam email - ucb48,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb49,164,Spam email - ucb49,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb50,89,Spam email - ucb50,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb51,120,Spam email - ucb51,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb52,181,Spam email - ucb52,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb53,83,Spam email - ucb53,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb54,97,Spam email - ucb54,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb6,179,Spam email - ucb6,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb8,340,Spam email - ucb8,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
ucb9,173,Spam email - ucb9,,Nancy Ide,Contributed,,2011,,WR EM,Letters,Email,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
jokes1,3513,Jokes 1,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes10,1230,Jokes 10,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes11,1424,Jokes 11,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes12,836,Jokes 12,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes13,1120,Jokes 13,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes14,1304,Jokes 14,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes15,1054,Jokes 15,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes16,1870,Jokes 16,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes2,2594,Jokes 2,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes3,2511,Jokes 3,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes4,2281,Jokes 4,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes5,1818,Jokes 5,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes6,1338,Jokes 6,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes7,1075,Jokes 7,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes8,1343,Jokes 8,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
jokes9,1003,Jokes 9,,http://www.opotiki.com/downloads/jokes.htm,Web,,unknown,,WR JK,Humor,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
lists-003-2114716,667,W3C Public Mailing List Archives - lists-003-2114716,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2121270,170,W3C Public Mailing List Archives - lists-003-2121270,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2125109,289,W3C Public Mailing List Archives - lists-003-2125109,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2129640,122,W3C Public Mailing List Archives - lists-003-2129640,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2133315,180,W3C Public Mailing List Archives - lists-003-2133315,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2137010,809,W3C Public Mailing List Archives - lists-003-2137010,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2144868,51,W3C Public Mailing List Archives - lists-003-2144868,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2148080,297,W3C Public Mailing List Archives - lists-003-2148080,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2152883,106,W3C Public Mailing List Archives - lists-003-2152883,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2171003,95,W3C Public Mailing List Archives - lists-003-2171003,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2173878,753,W3C Public Mailing List Archives - lists-003-2173878,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2180740,103,W3C Public Mailing List Archives - lists-003-2180740,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2183485,89,W3C Public Mailing List Archives - lists-003-2183485,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-003-2205935,1175,W3C Public Mailing List Archives - lists-003-2205935,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1993,,WR EM,Technical,Computers,,,,,,,,,
lists-034-10062451,307,W3C Public Mailing List Archives - lists-034-10062451,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-034-10066763,126,W3C Public Mailing List Archives - lists-034-10066763,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-034-10069772,175,W3C Public Mailing List Archives - lists-034-10069772,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-034-10073419,303,W3C Public Mailing List Archives - lists-034-10073419,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-034-10077455,427,W3C Public Mailing List Archives - lists-034-10077455,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-034-10082707,343,W3C Public Mailing List Archives - lists-034-10082707,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-11485666,230,W3C Public Mailing List Archives - lists-046-11485666,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-11489622,401,W3C Public Mailing List Archives - lists-046-11489622,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-11493928,1539,W3C Public Mailing List Archives - lists-046-11493928,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-11506817,115,W3C Public Mailing List Archives - lists-046-11506817,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12119260,126,W3C Public Mailing List Archives - lists-046-12119260,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12122969,793,W3C Public Mailing List Archives - lists-046-12122969,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12130258,122,W3C Public Mailing List Archives - lists-046-12130258,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12133410,333,W3C Public Mailing List Archives - lists-046-12133410,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12139072,124,W3C Public Mailing List Archives - lists-046-12139072,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12142206,241,W3C Public Mailing List Archives - lists-046-12142206,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12146425,421,W3C Public Mailing List Archives - lists-046-12146425,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12151335,286,W3C Public Mailing List Archives - lists-046-12151335,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12155427,179,W3C Public Mailing List Archives - lists-046-12155427,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12158926,297,W3C Public Mailing List Archives - lists-046-12158926,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
lists-046-12162937,387,W3C Public Mailing List Archives - lists-046-12162937,,http://lists.w3.org/,Web,World Wide Web Consortium (W3C),1996,,WR EM,Technical,Computers,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
IntroHongKong,,OANC,,,,,,,,,,,,,,,,,,
WhatToHongKong,,OANC,,,,,,,,,,,,,,,,,,
WhereToHongKong,,OANC,,,,,,,,,,,,,,,,,,
IntroDublin,,OANC,,,,,,,,,,,,,,,,,,
HistoryLasVegas,,OANC,,,,,,,,,,,,,,,,,,
ArticleIP_1060,,OANC,,,,,,,,,,,,,,,,,,
ArticleIP_1059,,OANC,,,,,,,,,,,,,,,,,,
rr166,,OANC,,,,,,,,,,,,,,,,,,
1471-2091-2-9,,OANC,,,,,,,,,,,,,,,,,,
rybczynski-ch3,,OANC,,,,,,,,,,,,,,,,,,
1468-6708-3-1,,OANC,,,,,,,,,,,,,,,,,,
1468-6708-3-3,,OANC,,,,,,,,,,,,,,,,,,
1471-213X-1-1,,OANC,,,,,,,,,,,,,,,,,,
1471-230X-2-21,,OANC,,,,,,,,,,,,,,,,,,
journal.pbio.0020001,,OANC,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,1175,,,,,,,,,,,,,,,,,,,
,172,,,,,,,,,,,,,,,,,,,
,1347,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
